"","date","windSpeed.X","windSpeed.date","windSpeed.windSpeed"
"579",2018-11-11,579,"2018-11-11",4.47
"580",2018-11-12,580,"2018-11-12",3.11
"581",2018-11-13,581,"2018-11-13",1.91
"582",2018-11-14,582,"2018-11-14",2.35
"583",2018-11-15,583,"2018-11-15",1.29
"584",2018-11-16,584,"2018-11-16",1.59
"585",2018-11-17,585,"2018-11-17",3.14
"586",2018-11-18,586,"2018-11-18",1.09
"587",2018-11-19,587,"2018-11-19",1.38
"588",2018-11-20,588,"2018-11-20",2.25
"589",2018-11-21,589,"2018-11-21",4.33
"590",2018-11-22,590,"2018-11-22",2.29
"591",2018-11-23,591,"2018-11-23",1.03
"592",2018-11-24,592,"2018-11-24",1.48
"593",2018-11-25,593,"2018-11-25",2.95
"594",2018-11-26,594,"2018-11-26",2.29
"595",2018-11-27,595,"2018-11-27",1.88
"596",2018-11-28,596,"2018-11-28",0.69
"597",2018-11-29,597,"2018-11-29",2.23
"598",2018-11-30,598,"2018-11-30",1.27
"599",2018-12-01,599,"2018-12-01",1.34
"600",2018-12-02,600,"2018-12-02",0.89
"601",2018-12-03,601,"2018-12-03",1.69
"602",2018-12-04,602,"2018-12-04",0.78
"603",2018-12-05,603,"2018-12-05",0.47
"604",2018-12-06,604,"2018-12-06",2.52
"605",2018-12-07,605,"2018-12-07",1.67
"606",2018-12-08,606,"2018-12-08",1.1
"607",2018-12-09,607,"2018-12-09",5.6
"608",2018-12-10,608,"2018-12-10",2.08
"609",2018-12-11,609,"2018-12-11",8.82
"610",2018-12-12,610,"2018-12-12",1.86
"611",2018-12-13,611,"2018-12-13",2.33
"612",2018-12-14,612,"2018-12-14",0.96
"613",2018-12-15,613,"2018-12-15",1.88
"614",2018-12-16,614,"2018-12-16",2.25
"615",2018-12-17,615,"2018-12-17",1.07
"616",2018-12-18,616,"2018-12-18",1.79
"617",2018-12-19,617,"2018-12-19",1.36
"618",2018-12-20,618,"2018-12-20",1.2
"619",2018-12-21,619,"2018-12-21",2.61
"620",2018-12-22,620,"2018-12-22",2.53
"621",2018-12-23,621,"2018-12-23",2.75
"622",2018-12-24,622,"2018-12-24",0.71
"623",2018-12-25,623,"2018-12-25",0.68
"624",2018-12-26,624,"2018-12-26",2.15
"625",2018-12-27,625,"2018-12-27",1.27
"626",2018-12-28,626,"2018-12-28",1.65
"627",2018-12-29,627,"2018-12-29",1.11
"628",2018-12-30,628,"2018-12-30",1.87
"629",2018-12-31,629,"2018-12-31",2.64
"630",2019-01-01,630,"2019-01-01",3.48
"631",2019-01-02,631,"2019-01-02",2.09
"632",2019-01-03,632,"2019-01-03",6.87
"633",2019-01-04,633,"2019-01-04",3.26
"634",2019-01-05,634,"2019-01-05",2.47
"635",2019-01-06,635,"2019-01-06",1.27
"636",2019-01-07,636,"2019-01-07",3.17
"637",2019-01-08,637,"2019-01-08",2.67
"638",2019-01-09,638,"2019-01-09",0.93
"639",2019-01-10,639,"2019-01-10",7.54
"640",2019-01-11,640,"2019-01-11",2.45
"641",2019-01-12,641,"2019-01-12",1.6
"642",2019-01-13,642,"2019-01-13",1.91
"643",2019-01-14,643,"2019-01-14",0.8
"644",2019-01-15,644,"2019-01-15",8.58
"645",2019-01-16,645,"2019-01-16",2.11
"646",2019-01-17,646,"2019-01-17",4.29
"647",2019-01-18,647,"2019-01-18",0.09
"648",2019-01-19,648,"2019-01-19",1.91
"649",2019-01-20,649,"2019-01-20",1.1
"650",2019-01-21,650,"2019-01-21",1.3
"651",2019-01-22,651,"2019-01-22",0.64
"652",2019-01-23,652,"2019-01-23",2.14
"653",2019-01-24,653,"2019-01-24",1.94
"654",2019-01-25,654,"2019-01-25",1.86
"655",2019-01-26,655,"2019-01-26",1.31
"656",2019-01-27,656,"2019-01-27",1.58
"657",2019-01-28,657,"2019-01-28",2.75
"658",2019-01-29,658,"2019-01-29",1.75
"659",2019-01-30,659,"2019-01-30",2.16
"660",2019-01-31,660,"2019-01-31",0.88
"661",2019-02-01,661,"2019-02-01",1.14
"662",2019-02-02,662,"2019-02-02",2.33
"663",2019-02-03,663,"2019-02-03",2.63
"664",2019-02-04,664,"2019-02-04",2.34
"665",2019-02-05,665,"2019-02-05",1.52
"666",2019-02-06,666,"2019-02-06",1.88
"667",2019-02-07,667,"2019-02-07",1.88
"668",2019-02-08,668,"2019-02-08",1.18
"669",2019-02-09,669,"2019-02-09",1.86
"670",2019-02-10,670,"2019-02-10",2.21
"671",2019-02-11,671,"2019-02-11",2
"672",2019-02-12,672,"2019-02-12",6.89
"673",2019-02-13,673,"2019-02-13",2.51
"674",2019-02-14,674,"2019-02-14",1.39
"675",2019-02-15,675,"2019-02-15",1.58
"676",2019-02-16,676,"2019-02-16",1.77
"677",2019-02-17,677,"2019-02-17",1.7
"678",2019-02-18,678,"2019-02-18",2.09
"679",2019-02-19,679,"2019-02-19",2.37
"680",2019-02-20,680,"2019-02-20",3.42
"681",2019-02-21,681,"2019-02-21",0.53
"682",2019-02-22,682,"2019-02-22",1.11
"683",2019-02-23,683,"2019-02-23",1.38
"684",2019-02-24,684,"2019-02-24",4.79
"685",2019-02-25,685,"2019-02-25",1.69
"686",2019-02-26,686,"2019-02-26",1.78
"687",2019-02-27,687,"2019-02-27",2.59
"688",2019-02-28,688,"2019-02-28",0.96
"689",2019-03-01,689,"2019-03-01",3.84
"690",2019-03-02,690,"2019-03-02",0.36
"691",2019-03-03,691,"2019-03-03",1.23
"692",2019-03-04,692,"2019-03-04",1.44
"693",2019-03-05,693,"2019-03-05",2.78
"694",2019-03-06,694,"2019-03-06",1
"695",2019-03-07,695,"2019-03-07",2.67
"696",2019-03-08,696,"2019-03-08",5.07
"697",2019-03-09,697,"2019-03-09",3.28
"698",2019-03-10,698,"2019-03-10",4.63
"699",2019-03-11,699,"2019-03-11",4.3
"700",2019-03-12,700,"2019-03-12",9.63
"701",2019-03-13,701,"2019-03-13",5.78
"702",2019-03-14,702,"2019-03-14",0.98
"703",2019-03-15,703,"2019-03-15",2.99
"704",2019-03-16,704,"2019-03-16",4.4
"705",2019-03-17,705,"2019-03-17",2.78
"706",2019-03-18,706,"2019-03-18",2.26
"707",2019-03-19,707,"2019-03-19",1.54
"708",2019-03-20,708,"2019-03-20",1.9
"709",2019-03-21,709,"2019-03-21",0.7
"710",2019-03-22,710,"2019-03-22",1.64
"711",2019-03-23,711,"2019-03-23",1.17
"712",2019-03-24,712,"2019-03-24",1.58
"713",2019-03-25,713,"2019-03-25",1.81
"714",2019-03-26,714,"2019-03-26",5.2
"715",2019-03-27,715,"2019-03-27",1.56
"716",2019-03-28,716,"2019-03-28",1.1
"717",2019-03-29,717,"2019-03-29",0.59
"718",2019-03-30,718,"2019-03-30",1.94
"719",2019-03-31,719,"2019-03-31",0.7
